track_id,artist_id,artist_name,artist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity,artist_followers,in_spotify_fr_playlist,release_year_y,duration_s,era
3RvVFTMSlEXJjtoLrcDflF,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.499,0.362,7,-16.331,1,0.0378,0.18600000000000005,0.175,0.119,0.354,177.69099999999997,4,38,10948,0,2006,3.91,1990-2010
5w8bF2RGgf9PkXEoEl8SSN,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.398,0.685,7,-9.098,0,0.0417,0.417,0.00558,0.0787,0.376,109.994,4,32,10948,0,2013,3.09,2011-2020
5u9zU1N1urKWaULrbEhMpr,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.7140000000000001,0.928,0,-7.1179999999999986,1,0.0385,0.0343,0.746,0.13699999999999998,0.487,120.007,4,29,10948,0,2018,3.6,2011-2020
1TC9cYi9ZlEAhpoyd5sYn4,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.519,0.728,4,-6.66,0,0.029,0.103,0.000518,0.0652,0.321,86.02600000000002,4,26,10948,0,2016,3.78,2011-2020
2YiGsf5CLUtgty23h1RNOQ,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.574,0.635,3,-6.683,1,0.0242,0.0007650000000000001,0.00102,0.364,0.521,99.994,4,10,10948,0,2019,4.11,2011-2020
7t1xsaC6y8tnTy1LDGkHAO,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.468,0.774,4,-7.877000000000002,0,0.0512,0.00718,0.000541,0.459,0.606,168.28799999999995,4,20,10948,0,2016,2.55,2011-2020
3AJaqqDSA7z71SdV17zU9V,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.455,0.727,9,-7.742000000000001,0,0.0434,0.123,9.39e-06,0.11,0.23,155.911,4,19,10948,0,2016,3.45,2011-2020
4Ak5UWrKlJnxfzqhqWK0Gy,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.439,0.274,2,-9.411,1,0.0719,0.499,0.0,0.0947,0.231,168.30599999999995,4,18,10948,0,2016,5.52,2011-2020
732E0eyc8nzLl8fGoy8I2G,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.669,0.594,0,-7.529,1,0.0262,0.115,0.0,0.199,0.362,110.099,4,6,10948,0,2019,3.85,2011-2020
0FzWLlPkhB7EtjECWTckvy,41EfC0kQmOWfbW2FBGttze,La Maison Tellier,rock,0.624,0.58,4,-11.078,0,0.0333,0.5770000000000001,0.0427,0.0893,0.669,82.087,3,15,10948,0,2007,5.99,1990-2010
5wzjMSVKtRKqwMPEBZmjDR,5XrlxolRDQ4RLX75nkVFEk,Anathème,rock,0.28,0.594,2,-6.449,1,0.0356,0.0518,0.759,0.0796,0.135,116.013,4,1,143,0,2014,5.15,2011-2020
3UyBGsmeRCaiTW559lhOo1,5XrlxolRDQ4RLX75nkVFEk,Anathème,rock,0.436,0.631,7,-7.869,1,0.0403,0.14400000000000002,0.45,0.105,0.0644,120.534,4,0,143,0,2014,7.27,2011-2020
3Nrq86aCcPztNSnwak0Sox,5XrlxolRDQ4RLX75nkVFEk,Anathème,rock,0.591,0.505,4,-8.674,1,0.0366,0.287,0.878,0.11,0.0393,106.034,4,0,143,0,2014,6.6,2011-2020
0op4xMMqGUfOX0vNsOVoEe,5XrlxolRDQ4RLX75nkVFEk,Anathème,rock,0.335,0.718,11,-6.542000000000002,1,0.0322,0.00718,0.522,0.156,0.263,125.905,4,0,143,0,2014,3.97,2011-2020
6UNTNXzFc4RAFK0hCTZSLi,5XrlxolRDQ4RLX75nkVFEk,Anathème,rock,0.28300000000000003,0.301,7,-18.337,1,0.0426,0.0193,0.94,0.0805,0.0459,106.895,4,0,143,0,2014,3.39,2011-2020
79kg43pahPRYNVLUl2drvG,5XrlxolRDQ4RLX75nkVFEk,Anathème,rock,0.616,0.552,3,-8.471,0,0.0312,0.0786,0.912,0.898,0.14400000000000002,125.172,4,0,143,0,2012,5.53,2011-2020
006otFA9ePtQIetlGAGns1,5XrlxolRDQ4RLX75nkVFEk,Anathème,rock,0.578,0.695,4,-7.383999999999999,1,0.0337,0.000477,0.732,0.469,0.0859,128.10399999999998,4,0,143,0,2012,5.14,2011-2020
6Zw0NBdfr1VlVJjDRFwUe1,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.748,0.305,10,-9.166,0,0.034,0.901,3.11e-06,0.103,0.263,126.149,4,67,130721,1,2007,4.41,1990-2010
1XGAWEMIzbL8JiLBvhDhBw,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.8959999999999999,0.124,4,-14.978,0,0.0413,0.885,1.46e-06,0.114,0.7190000000000001,99.916,4,49,130721,0,2008,2.05,1990-2010
3g8awpRqI5Tq5TBgTYJhdk,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.628,0.595,0,-9.203,1,0.0444,0.502,0.004520000000000001,0.242,0.474,98.329,4,43,130721,0,2013,3.51,2011-2020
1l76n4YCRTxexGQr3iPXlI,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.444,0.474,6,-9.511,0,0.0352,0.693,0.0847,0.115,0.18600000000000005,171.998,4,39,130721,0,2007,5.07,1990-2010
3Ug2Ikn8kwxJs7S40blPzM,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.7090000000000001,0.465,11,-7.64,0,0.0336,0.884,0.0539,0.14300000000000002,0.8340000000000001,106.177,4,39,130721,0,2007,3.88,1990-2010
0rIMv5cxQERn91H6hcvc5W,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.596,0.621,7,-6.142,0,0.111,0.872,0.145,0.111,0.556,115.221,4,31,130721,0,2007,3.18,1990-2010
3U1ub9vyVsytNKYKT36J6j,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.588,0.34700000000000003,2,-7.4529999999999985,0,0.0395,0.8909999999999999,0.114,0.112,0.229,107.365,1,30,130721,0,2007,2.5,1990-2010
43O1ZkwbJkAoRhtpLwbT9h,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.513,0.272,4,-14.996,0,0.366,0.602,8.47e-06,0.767,0.239,95.789,4,29,130721,0,2017,4.27,2011-2020
1Z0jOzmQza1qwdujDto5I8,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.602,0.6659999999999999,0,-8.023,1,0.0527,0.307,0.000617,0.115,0.625,117.394,4,29,130721,0,2013,3.23,2011-2020
7pcDp5pFi0Cu6GaC3BTkiI,0qG2Tf6fJaCuWKGz1IitKa,Moriarty,rock,0.769,0.451,7,-7.582999999999998,0,0.0371,0.586,0.00339,0.0893,0.467,127.409,4,29,130721,0,2007,3.97,1990-2010
1qXGkKwQNue3dOwVeXC7Y0,4cosRYKPuU1M79bSbZcK3D,100% Chevalier,rock,0.264,0.8170000000000001,0,-7.949,1,0.0368,0.135,0.895,0.0752,0.395,195.278,3,1,213,0,2015,6.06,2011-2020
0hOXVvsJ8gUnsYOaJvYVNx,4cosRYKPuU1M79bSbZcK3D,100% Chevalier,rock,0.636,0.8220000000000001,11,-8.704,0,0.0342,0.226,0.872,0.108,0.557,145.001,5,1,213,0,2015,6.79,2011-2020
1VPRvbPanA2APqCJAZbVXT,4cosRYKPuU1M79bSbZcK3D,100% Chevalier,rock,0.532,0.875,9,-7.713999999999999,1,0.0395,0.00705,0.8809999999999999,0.145,0.557,144.963,5,1,213,0,2015,3.65,2011-2020
2Dn3DR9r8FyVvtqEpUxqXH,4cosRYKPuU1M79bSbZcK3D,100% Chevalier,rock,0.622,0.669,9,-14.325,1,0.0819,0.0269,0.772,0.219,0.422,145.048,4,1,213,0,2015,2.03,2011-2020
7C0bAXqIm1Opqvx4QWSz9R,4cosRYKPuU1M79bSbZcK3D,100% Chevalier,rock,0.574,0.853,9,-4.648,0,0.117,6.38e-05,0.757,0.121,0.655,144.82299999999995,4,1,213,0,2015,6.06,2011-2020
3FFY7mirfTvzuckyVrLfiY,4cosRYKPuU1M79bSbZcK3D,100% Chevalier,rock,0.589,0.132,9,-23.663,1,0.0646,0.9,0.942,0.112,0.852,144.889,1,0,213,0,2015,1.23,2011-2020
6M2ZYgZ2cdu5oCHGI8wamV,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.455,0.836,9,-6.5360000000000005,0,0.0435,0.4970000000000001,0.000522,0.29600000000000004,0.555,151.97799999999995,4,54,310373,0,2016,5.63,2011-2020
1CCKf8yGsKuVz5cgRwgShM,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.64,0.904,8,-6.2810000000000015,1,0.05,0.242,3.2500000000000004e-05,0.3720000000000001,0.471,111.087,4,53,310373,1,2021,3.9,>2020
6lbkdQ51nx1XPMGoiG3BZ6,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.505,0.762,9,-7.15,1,0.0454,0.0415,6.12e-05,0.117,0.477,81.454,4,53,310373,1,2021,3.87,>2020
2uG7RbrJSq5bZWv7ufDyTg,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.675,0.585,5,-6.886,1,0.0264,0.314,0.6659999999999999,0.0888,0.113,109.982,4,51,310373,0,2013,6.86,2011-2020
1su9FWmWVgf71pqY78k5Ib,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.46,0.804,9,-4.735,0,0.0397,0.0582,0.0327,0.111,0.182,186.015,4,51,310373,0,2013,3.83,2011-2020
6QEvbmv2euCQxX54gjlarO,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.56,0.6990000000000001,7,-10.443,1,0.0346,0.0838,0.858,0.194,0.5770000000000001,130.983,4,48,310373,0,2016,3.98,2011-2020
6UIIQ77efJTqp4p4fi3Wo7,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.594,0.8420000000000001,0,-5.896,1,0.0401,0.0365,1.97e-05,0.139,0.542,104.998,4,49,310373,0,2021,3.6,>2020
4CWjcFDg1oiONAkIkRiIpG,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.588,0.56,0,-10.867,1,0.028,0.477,0.491,0.0775,0.436,80.003,4,48,310373,1,2021,6.03,>2020
6pJrDcYRjFgvq5k2CU8h03,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.633,0.8240000000000001,8,-6.399,1,0.0437,0.471,0.5589999999999999,0.0986,0.483,175.08900000000003,4,48,310373,0,2013,2.64,2011-2020
2UKt76lfD2SGturLfzRq1j,5VTWoYYizcOY3uIKnxeCGI,La Femme,rock,0.5870000000000001,0.7979999999999999,7,-6.466,1,0.031,0.0762,0.0018,0.079,0.5579999999999999,118.001,4,48,310373,0,2021,3.49,>2020
5j7rM2SsYVTMWnwAClyzU1,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.456,0.7809999999999999,0,-5.7410000000000005,1,0.0295,1.28e-06,0.843,0.13,0.516,135.029,4,26,6812,0,2014,4.96,2011-2020
3NzoHHpnAMS4djD9sco7i9,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.307,0.7659999999999999,0,-6.171,1,0.0441,3.27e-06,0.779,0.12,0.408,134.132,4,21,6812,0,2017,3.49,2011-2020
063hy7znMfqVNklWm2bCWi,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.457,0.931,0,-4.413,0,0.0429,2.3e-06,0.836,0.0708,0.736,116.002,4,20,6812,0,2017,4.65,2011-2020
6MYaeHAG2rMiI42ILXFbtA,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.371,0.7609999999999999,9,-8.133,1,0.0421,1.35e-06,0.959,0.19,0.262,102.942,4,18,6812,0,2013,8.39,2011-2020
3Az242rrc2TI6zCpGn7EEW,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.436,0.664,11,-6.5360000000000005,0,0.0335,5.0999999999999995e-06,0.7609999999999999,0.115,0.332,123.98,4,17,6812,0,2014,3.81,2011-2020
13zwls3rHCjHaMV42M6DPe,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.488,0.321,9,-8.476,1,0.033,0.0115,0.763,0.113,0.175,122.626,4,13,6812,0,2017,7.27,2011-2020
2t7eLK5tBdbOVQJ6phKy5X,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.17,0.8440000000000001,9,-6.191,0,0.0584,0.0,0.903,0.0962,0.34700000000000003,115.461,4,11,6812,0,2013,5.67,2011-2020
3524TFdBfOTYIOkrbE58Q7,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.386,0.664,3,-7.685,1,0.0379,2.19e-06,0.0473,0.16699999999999998,0.34700000000000003,122.08,4,10,6812,0,2017,4.5,2011-2020
4F3zanNrOPuQ6JlbqqRe8n,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.491,0.936,0,-6.221,1,0.0543,1.01e-05,0.918,0.106,0.377,110.016,4,9,6812,0,2014,5.74,2011-2020
6WXPTKXPUPBTFml7255yMQ,33MTYrs2tNhqp6WlpWGfPg,Jessica93,rock,0.289,0.898,7,-5.178,0,0.059,8.599999999999999e-06,0.0155,0.486,0.399,82.01100000000002,4,9,6812,0,2017,3.52,2011-2020
7ebyGGBvIus0ZgdbzcXweL,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.753,0.6559999999999999,2,-3.178,0,0.111,0.3670000000000001,0.0,0.124,0.939,134.865,4,52,158948,1,2002,3.55,1990-2010
0BJiITBa2wpzagOlqulViS,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.5760000000000001,0.792,7,-6.499,0,0.0715,0.239,0.0006349999999999999,0.913,0.723,95.803,4,52,158948,0,2004,7.25,1990-2010
5DLqmMZvMaJe9FbuHkd9RF,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.687,0.419,4,-7.991,0,0.104,0.835,0.0,0.141,0.87,141.10299999999995,4,46,158948,0,2001,2.96,1990-2010
68Mw9GeJ5pZHWKqeGtcIMu,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.723,0.648,7,-6.46,0,0.0972,0.565,0.0,0.315,0.521,111.467,1,46,158948,0,2014,3.62,2011-2020
063bFwvfjPqnIMNNHOT58Y,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.631,0.448,5,-8.475,0,0.134,0.75,0.0,0.103,0.885,98.785,4,46,158948,0,2001,4.49,1990-2010
6pT6Q9mA4ELedHrJlzbvQ4,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.66,0.588,5,-7.05,0,0.17600000000000002,0.782,0.0,0.126,0.846,90.617,4,43,158948,0,2002,4.04,1990-2010
08miTVlJ6k3sNkW04zCfaB,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.591,0.7170000000000001,9,-6.3679999999999986,0,0.201,0.428,0.0,0.0627,0.529,123.83,4,42,158948,0,2002,4.46,1990-2010
1HVlQLqcb1NdyKmMqu9hvS,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.481,0.268,2,-8.312000000000001,0,0.0409,0.797,0.0,0.122,0.682,205.095,3,41,158948,0,2001,3.46,1990-2010
0xves4YxPOR7PS1R6698M9,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.665,0.23,2,-10.999,0,0.0743,0.746,0.0014199999999999998,0.113,0.552,143.548,4,41,158948,0,2001,5.55,1990-2010
4b3AbWloEzVAHURxkO6Ute,5RJtcUSgNu7Y3X9YmZDci9,La Rue Kétanou,rock,0.594,0.373,5,-8.107000000000001,1,0.547,0.7759999999999999,0.0,0.108,0.376,207.111,4,39,158948,0,2001,2.87,1990-2010
5aWSUHfggUacjEbrgIaIMH,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.185,1.0,2,-0.57,1,0.481,0.0307,0.723,0.125,0.0104,75.164,4,6,4193,0,2007,8.37,1990-2010
588m4VZVhtjiBgOFnw2dOr,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.415,0.6,5,-8.975,1,0.0378,0.0708,0.841,0.428,0.16399999999999998,139.766,4,4,4193,0,2011,10.95,2011-2020
6PhnYvrJr9eHRomUyT3ST9,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.223,0.87,0,-1.624,1,0.0445,0.00177,0.871,0.202,0.0388,75.771,4,4,4193,0,2007,9.46,1990-2010
4L3A9o7lUcJ28AkD1aJ6wQ,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.318,0.6940000000000001,6,-3.634,1,0.0394,0.0369,0.871,0.378,0.103,75.316,4,4,4193,0,2007,10.29,1990-2010
2rcijUpc1cJqNd8GSMJciF,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.313,0.698,4,-8.107000000000001,1,0.0313,0.0197,0.599,0.4320000000000001,0.0788,77.33800000000002,3,3,4193,0,2011,10.89,2011-2020
2UfCzmWmMJmw9KGVJaIiSQ,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.51,0.758,6,-7.905,1,0.028,0.0068200000000000005,0.8059999999999999,0.125,0.129,95.047,4,3,4193,0,2011,10.82,2011-2020
0fpYq2Nf2nEBLmuesG5tDv,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.327,0.932,1,-2.612,1,0.15,0.329,0.94,0.14800000000000002,0.0373,70.304,4,3,4193,0,2007,9.53,1990-2010
4dFVO2bb5W8f6EuZJuU7jl,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.228,0.923,4,-5.966,1,0.158,0.00286,0.737,0.098,0.34600000000000003,183.519,5,2,4193,0,2011,10.05,2011-2020
4VJBBBiwHSTQ9XZqLwAZZG,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.219,0.738,9,-3.1910000000000003,0,0.0326,0.317,0.931,0.229,0.0647,84.111,4,2,4193,0,2006,5.63,1990-2010
1i5gZC3Gk6PNTkT9R8nDHb,0rsqCX5hTBb0H2Ha2OyD5i,Aluk Todolo,rock,0.161,0.971,9,-0.237,1,0.0483,0.000136,0.949,0.0728,0.344,162.708,4,2,4193,0,2006,5.92,1990-2010
6BWkLO7IdBPhblZ5jQF2U4,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.7879999999999999,0.395,7,-18.691,1,0.0625,0.111,0.388,0.0576,0.784,98.233,4,18,534,0,2018,4.19,2011-2020
7xcxPr8alRDBfySshHY8Dy,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.726,0.648,9,-13.729,1,0.0342,0.0801,0.468,0.0698,0.926,112.568,4,10,534,0,2015,5.22,2011-2020
17saS2thh0imSaVK1eaPiP,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.72,0.773,7,-7.237999999999999,1,0.0772,0.119,0.258,0.0662,0.619,98.854,4,9,534,0,1977,4.16,<1990
2Mdy1AUgEvmBywKPKzRqSC,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.7959999999999999,0.465,9,-15.298,0,0.0286,0.0985,0.893,0.0687,0.961,128.278,4,4,534,0,2018,5.38,2011-2020
0CrrWzZatX7T2DZ1jj40v7,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.293,0.271,6,-15.647,0,0.032,0.125,0.449,0.0819,0.09,106.613,4,4,534,0,2018,3.75,2011-2020
6QWtYfUv4x9wWkwliRPmbc,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.409,0.7190000000000001,11,-15.702,0,0.0945,0.125,0.364,0.257,0.0719,120.977,1,2,534,0,2018,4.24,2011-2020
3JTN2VyBGBVsiEtLqqMwGb,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.747,0.583,9,-16.532,0,0.0446,0.142,0.546,0.298,0.7190000000000001,127.488,4,2,534,0,2018,5.51,2011-2020
4PLnGtNPx00KosdoGe0Kap,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.701,0.672,11,-14.914,0,0.053,0.149,0.0234,0.195,0.765,109.523,4,2,534,0,2018,3.72,2011-2020
3WCuB9jDzTnmkYfdRX2tad,1PzMmjffwQICWezh3DVWa5,Venus Gang,rock,0.6679999999999999,0.381,0,-17.865,1,0.0352,0.000547,0.851,0.119,0.6990000000000001,126.055,4,1,534,0,2018,3.4,2011-2020
6XVYRmDhRJFnHhMWSiSklC,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.377,0.805,10,-6.485,1,0.0318,0.00182,0.799,0.112,0.24,136.483,4,4,307,0,2018,6.05,2011-2020
1tyzWeoQtxbk3U5mvIifLS,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.197,0.5660000000000001,4,-6.9270000000000005,0,0.0488,0.293,0.911,0.133,0.0377,105.93,3,3,307,0,2018,7.2,2011-2020
0SmOzL6bpLR8NgIgsegAyl,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.217,0.742,11,-5.8870000000000005,0,0.0518,0.0105,0.8140000000000001,0.0644,0.0562,119.087,4,3,307,0,2020,8.51,>2020
1GFd48cOuOk0d99rW5kWOh,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.453,0.792,7,-5.682,1,0.0415,0.00255,0.81,0.0983,0.0903,115.009,4,3,307,0,2020,7.49,>2020
3khuPJpVY1sKRQQ5ejbQDm,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.524,0.903,7,-4.63,1,0.0337,0.0021,0.8059999999999999,0.19,0.207,125.05,4,2,307,0,2020,8.97,>2020
71DhWAwQHoym1vGET9a4mb,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.29100000000000004,0.74,9,-7.327000000000001,0,0.0519,0.0329,0.871,0.111,0.0389,115.746,4,2,307,0,2018,10.95,2011-2020
4DgOmQZ6EE9xpjvxg6zq3W,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.3670000000000001,0.833,11,-5.4289999999999985,0,0.0479,0.024,0.85,0.124,0.16399999999999998,171.99400000000003,4,2,307,0,2020,9.69,>2020
05XmwW2OnNR6pbLNm20Wsa,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.536,0.6990000000000001,2,-6.025,0,0.0383,0.000356,0.8490000000000001,0.109,0.0396,120.103,4,2,307,0,2020,8.08,>2020
2L222s8MNCWJ6zN6Sqjvi5,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.412,0.858,11,-5.992000000000001,0,0.0377,0.00328,0.728,0.223,0.282,139.236,4,1,307,0,2018,5.81,2011-2020
4wLK0wGm1AbygOLsyUKkYc,5ppoOkhUZPcHvgKPDFTd55,First Came The Shadow,rock,0.287,0.855,7,-6.697,0,0.0413,0.0164,0.8,0.117,0.183,114.521,3,1,307,0,2018,5.94,2011-2020
2SdltRjl0xRjpDsZ5xgU8U,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.325,0.608,2,-10.141,1,0.0313,2.03e-05,0.00837,0.119,0.244,128.16899999999998,4,1,433,0,2003,6.15,1990-2010
02pJjzqlLrcW5pXpPTjloD,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.376,0.443,5,-11.359000000000002,1,0.025,0.527,0.6890000000000001,0.13,0.149,89.71600000000002,4,0,433,0,2005,3.67,1990-2010
3p3cryeq4f1W0Z9srSAPTa,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.495,0.852,9,-10.026,1,0.0374,0.0024,0.18600000000000005,0.184,0.688,140.10399999999998,4,0,433,0,2003,2.9,1990-2010
3jqIOahILuth0IkN42JPEI,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.591,0.522,9,-9.358,1,0.0369,3.02e-05,0.00338,0.221,0.7809999999999999,125.569,4,0,433,0,2003,2.91,1990-2010
47gEwZ9jebKl5G72TxTi41,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.441,0.417,2,-15.809,0,0.0383,0.196,0.843,0.0669,0.401,145.107,4,0,433,0,2010,4.65,1990-2010
1XkQ8Fe6tO9Gxhjtxsxj7h,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.335,0.629,1,-10.657,0,0.0285,0.181,0.0305,0.115,0.35700000000000004,111.538,4,0,433,0,2005,3.36,1990-2010
3NGZ9VNlbN5rEoMFoJ7M84,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.382,0.33,4,-15.055,0,0.0303,0.457,0.31,0.257,0.639,87.96600000000002,4,0,433,0,2010,2.71,1990-2010
5Y2Xn5H2lzUyyX3lVcpYgw,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.488,0.921,8,-5.129,0,0.0443,0.0351,0.0,0.173,0.365,142.019,4,0,433,0,2012,3.2,2011-2020
5DXDl2A4nB7xb7d3ru4meC,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.551,0.535,10,-10.306,1,0.0251,0.333,0.226,0.0946,0.389,108.477,4,0,433,0,2005,2.46,1990-2010
6FbREZ9Gr8bwZszMoEJKfc,0FLdSZsrheDOgHaNbMX3Jp,Rhesus,rock,0.361,0.735,0,-9.988,1,0.0315,3.01e-05,0.00374,0.247,0.421,132.03,4,0,433,0,2003,3.03,1990-2010
41zrRHYHY72LCf2hzaK18z,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.67,0.611,11,-5.445,0,0.054000000000000006,0.6809999999999999,0.0026100000000000003,0.127,0.912,142.263,4,46,3920,1,2005,3.08,1990-2010
4qKZ3WtBi064UseDJdlfOF,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.598,0.755,1,-5.414,1,0.0329,0.0998,0.00024900000000000004,0.0751,0.721,112.012,4,31,3920,0,2009,2.95,1990-2010
6MTTNX8kMVAoSpdb3lqB0D,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.639,0.713,1,-5.848,1,0.0381,0.035,0.0,0.0727,0.474,129.899,4,28,3920,0,2021,3.24,>2020
0jHRgXNBGSFn1gJ9ootLP8,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.614,0.752,0,-6.313,1,0.0449,0.00494,0.000215,0.0903,0.7120000000000001,121.07,4,22,3920,0,2017,3.0,2011-2020
7ucNYmXfvycNmKE3CQpSbu,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.634,0.877,2,-4.932,0,0.0373,0.149,0.748,0.0593,0.8059999999999999,118.993,4,22,3920,0,2007,4.48,1990-2010
2NRZiLCs6kSNutaCyTC10m,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.669,0.496,6,-9.252,1,0.0312,0.754,0.29,0.0779,0.6990000000000001,131.982,4,20,3920,0,2007,3.19,1990-2010
6ujFzlZktobnglEkfhR12e,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.629,0.524,0,-7.17,0,0.0379,0.211,0.00164,0.104,0.708,150.149,4,19,3920,0,2009,3.01,1990-2010
6upwx3pFmE6o76kRvDN0Jv,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.703,0.473,0,-10.482,1,0.0401,0.472,0.00309,0.0905,0.456,129.983,4,18,3920,0,2012,3.51,2011-2020
38IcNL4uIqbTQSkuqaOxVk,2DOrhe8H1WfcD6PPkgJH8X,Da Silva,rock,0.7070000000000001,0.799,5,-4.862,1,0.0348,0.512,0.736,0.12,0.563,130.082,4,17,3920,0,2007,2.83,1990-2010
